Run_ID,Task_Type,Mode,Model,LoRA_r,LoRA_alpha,Train_Epochs,Effective_Batch_Size,Learning_Rate,Train_Time(s),Batch_Size,Accuracy,Macro_F1,Valid_Prediction_Rate,Strict_Format_Rate,Off_By_1_Acc,Adj_Error_Ratio,Mid_Confusion_Ratio,MSE,MAE,Eval_Time(s),Eval_Speed(s/s)
qwen2_5_7b_instruct_5class_finetune,5_class,QLoRA_Finetune,Qwen/Qwen2.5-7B-Instruct,16,32,2,16,0.0002,7795.2677800655365,16,0.6780699514934899,0.6703982273039326,0.7502394177360658,0.5112047500478836,0.9813632882307889,0.9421094369547978,0.13224406433495023,0.4054123053357161,0.3456727087056421,2943.995325565338,1.7734403158392946
