Run_ID,Task_Type,Mode,Model,LoRA_r,LoRA_alpha,Train_Epochs,Effective_Batch_Size,Learning_Rate,Train_Time(s),Batch_Size,Accuracy,Macro_F1,Valid_Prediction_Rate,Strict_Format_Rate,Off_By_1_Acc,Adj_Error_Ratio,Mid_Confusion_Ratio,MSE,MAE,Eval_Time(s),Eval_Speed(s/s)
deepseek_r1_distill_qwen14b_5class_finetune_bf16,5_class,LoRA_Finetune_BF16_ThinkingChain,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,16,32,2,16,5e-05,4142.075345754623,8,0.6769733051661225,0.6660825923886879,0.997318521356062,0.997318521356062,0.9844440176685232,0.9518430439952438,0.12944113693105436,0.38044939504513153,0.3405031688112157,1732.0441720485687,3.014357303500454
