Run_ID,Task_Type,Mode,Model,Batch_Size,Accuracy,Macro_F1,Valid_Prediction_Rate,Strict_Format_Rate,Off_By_1_Acc,Adj_Error_Ratio,Mid_Confusion_Ratio,MSE,MAE,Eval_Time(s),Eval_Speed(s/s)
deepseek_r1_distill_qwen14b_5class_fulltest,5_class,Prompt_Inference,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,16,0.5560433128475271,0.5448198570291242,0.6544723233097108,0.45891591649109365,0.8993268949370793,0.7732366512854317,0.16125256072578284,1.0494585894059116,0.5987708516242318,1783.1759746074677,2.927921906949932
