Run_ID,Task_Type,Mode,Model,Batch_Size,Max_New_Tokens,Few_Shot,Accuracy,Macro_F1,Valid_Prediction_Rate,Strict_Format_Rate,Off_By_1_Acc,Adj_Error_Ratio,Mid_Confusion_Ratio,MSE,MAE,Eval_Time(s),Eval_Speed(s/s)
deepseek_r1_distill_qwen14b_5class_improved,5_class,Prompt_Inference_Improved,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,16,512,True,0.6155788655788655,0.609036187144643,0.9860180042137522,0.9467534954989466,0.9698912198912198,0.921677614957049,0.15656565656565657,0.49747474747474746,0.41860916860916864,3952.833568096161,1.320824646435756
