Run_ID,Task_Type,Mode,Model,LoRA_r,LoRA_alpha,Train_Epochs,Effective_Batch_Size,Learning_Rate,Train_Time(s),Batch_Size,Accuracy,Macro_F1,Valid_Prediction_Rate,Strict_Format_Rate,Off_By_1_Acc,Adj_Error_Ratio,Mid_Confusion_Ratio,MSE,MAE,Eval_Time(s),Eval_Speed(s/s)
deepseek_r1_distill_qwen14b_2class_finetune_bf16,2_class,LoRA_Finetune_BF16_ThinkingChain,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,16,32,2,16,5e-05,3476.338431119919,8,0.9842424242424243,0.984242242731582,0.997822931785196,0.997822931785196,,,,0.01575757575757576,0.01575757575757576,1332.6466000080109,3.1020977354199903
