Run_ID,Task_Type,Mode,Model,LoRA_r,LoRA_alpha,Train_Epochs,Effective_Batch_Size,Learning_Rate,Train_Time(s),Batch_Size,Accuracy,Macro_F1,Valid_Prediction_Rate,Strict_Format_Rate,Off_By_1_Acc,Adj_Error_Ratio,Mid_Confusion_Ratio,MSE,MAE,Eval_Time(s),Eval_Speed(s/s)
qwen2_5_7b_instruct_5class_finetune_bf16,5_class,LoRA_Finetune_BF16,Qwen/Qwen2.5-7B-Instruct,32,64,2,32,0.0002,9917.930781364441,16,0.6958788480635552,0.6926970283361435,0.7714997126987168,0.760773798122965,0.9833664349553128,0.9453061224489796,0.1278550148957299,0.3830685203574975,0.3259682224428997,1697.5990257263184,3.075520143966973
