loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.5219425964355469,10.315325736999512,1.9933588247132222e-05,0.01006238679814852,100,,,,,,,,,,,
1.2492163848876954,5.1072797775268555,1.9866505668477898e-05,0.02012477359629704,200,,,,,,,,,,,
1.1265402221679688,8.039624214172363,1.9799423089823573e-05,0.030187160394445564,300,,,,,,,,,,,
1.079524383544922,22.852745056152344,1.973234051116925e-05,0.04024954719259408,400,,,,,,,,,,,
1.1229573822021484,31.352338790893555,1.9665257932514928e-05,0.0503119339907426,500,,,,,,,,,,,
1.1012898254394532,16.13527488708496,1.9598175353860604e-05,0.06037432078889113,600,,,,,,,,,,,
1.0851431274414063,16.078500747680664,1.953109277520628e-05,0.07043670758703964,700,,,,,,,,,,,
1.129612808227539,7.537019729614258,1.9464010196551955e-05,0.08049909438518817,800,,,,,,,,,,,
1.033785629272461,16.357006072998047,1.9396927617897634e-05,0.09056148118333669,900,,,,,,,,,,,
1.0583464813232422,8.71364688873291,1.932984503924331e-05,0.1006238679814852,1000,,,,,,,,,,,
1.136087875366211,26.089040756225586,1.9262762460588985e-05,0.11068625477963373,1100,,,,,,,,,,,
1.0623570251464844,22.25824546813965,1.9195679881934664e-05,0.12074864157778226,1200,,,,,,,,,,,
1.0279653930664063,13.835969924926758,1.912859730328034e-05,0.13081102837593078,1300,,,,,,,,,,,
0.9581462860107421,8.07357406616211,1.9061514724626016e-05,0.14087341517407928,1400,,,,,,,,,,,
0.9857806396484375,12.246847152709961,1.899443214597169e-05,0.1509358019722278,1500,,,,,,,,,,,
1.0439931488037109,11.139686584472656,1.892734956731737e-05,0.16099818877037633,1600,,,,,,,,,,,
1.0009473419189454,10.85183048248291,1.8860266988663046e-05,0.17106057556852486,1700,,,,,,,,,,,
0.9867342376708984,13.558724403381348,1.8793184410008722e-05,0.18112296236667338,1800,,,,,,,,,,,
0.9270349884033203,6.45005464553833,1.87261018313544e-05,0.19118534916482188,1900,,,,,,,,,,,
1.0769163513183593,18.23295021057129,1.8659019252700073e-05,0.2012477359629704,2000,,,,,,,,,,,
1.0626831817626954,11.48432445526123,1.8591936674045752e-05,0.21131012276111893,2100,,,,,,,,,,,
1.0627128601074218,33.467491149902344,1.8524854095391428e-05,0.22137250955926746,2200,,,,,,,,,,,
0.9836576843261718,14.772650718688965,1.8457771516737103e-05,0.231434896357416,2300,,,,,,,,,,,
0.9224424743652344,19.434383392333984,1.8390688938082782e-05,0.2414972831555645,2400,,,,,,,,,,,
0.9796173095703125,10.072835922241211,1.8323606359428458e-05,0.25155966995371304,2500,,,,,,,,,,,
1.0404193878173829,27.44662857055664,1.8256523780774134e-05,0.26162205675186156,2600,,,,,,,,,,,
1.0186559295654296,20.578777313232422,1.818944120211981e-05,0.27168444355001004,2700,,,,,,,,,,,
0.972568359375,5.531613826751709,1.812235862346549e-05,0.28174683034815856,2800,,,,,,,,,,,
0.9497216033935547,13.464799880981445,1.8055276044811164e-05,0.2918092171463071,2900,,,,,,,,,,,
0.9980527496337891,10.885411262512207,1.798819346615684e-05,0.3018716039444556,3000,,,,,,,,,,,
1.034677734375,13.31895923614502,1.792111088750252e-05,0.31193399074260414,3100,,,,,,,,,,,
0.9221144866943359,21.333900451660156,1.785402830884819e-05,0.32199637754075267,3200,,,,,,,,,,,
0.9858702087402343,17.465221405029297,1.778694573019387e-05,0.3320587643389012,3300,,,,,,,,,,,
1.0333096313476562,20.23116111755371,1.7719863151539546e-05,0.3421211511370497,3400,,,,,,,,,,,
0.9175606536865234,10.092434883117676,1.7652780572885225e-05,0.35218353793519824,3500,,,,,,,,,,,
1.0606925201416015,11.411517143249512,1.75856979942309e-05,0.36224592473334677,3600,,,,,,,,,,,
0.9808709716796875,9.528732299804688,1.7518615415576576e-05,0.3723083115314953,3700,,,,,,,,,,,
1.0358866882324218,13.142881393432617,1.7451532836922255e-05,0.38237069832964377,3800,,,,,,,,,,,
